128696,"Gadsden city, Alabama",36295
128768,"Gainesville town, Alabama",198
128936,"Gantt town, Alabama",223
129032,"Garden City town, Alabama",491
129056,"Gardendale city, Alabama",13729
129296,"Gaylesville town, Alabama",144
129392,"Geiger town, Alabama",162
129464,"Geneva city, Alabama",4454
129560,"Georgiana town, Alabama",1680
129608,"Geraldine town, Alabama",901
129704,"Gilbertown town, Alabama",208
129944,"Glen Allen town, Alabama",501
129992,"Glencoe city, Alabama",5174
130160,"Glenwood town, Alabama",189
130448,"Goldville town, Alabama",55
130496,"Good Hope town, Alabama",2268
130640,"Goodwater town, Alabama",1357
130736,"Gordo town, Alabama",1689
130760,"Gordon town, Alabama",329
130808,"Gordonville town, Alabama",308
130880,"Goshen town, Alabama",258
131096,"Grant town, Alabama",903
131384,"Graysville city, Alabama",2114
131720,"Greensboro city, Alabama",2402
131912,"Greenville city, Alabama",7902
132056,"Grimes town, Alabama",545
132080,"Grove Hill town, Alabama",1509
132224,"Guin city, Alabama",2333
132272,"Gulf Shores city, Alabama",10963
132416,"Guntersville city, Alabama",8358
132440,"Gurley town, Alabama",792
132536,"Gu-Win town, Alabama",174
132560,"Hackleburg town, Alabama",1490
132656,"Haleburg town, Alabama",101
132704,"Haleyville city, Alabama",4122
132848,"Hamilton city, Alabama",6790
132896,"Hammondville town, Alabama",487
132968,"Hanceville city, Alabama",3238
133256,"Harpersville town, Alabama",1682
133424,"Hartford city, Alabama",2635
133448,"Hartselle city, Alabama",14459
133640,"Hayden town, Alabama",1341
133712,"Hayneville town, Alabama",874
133856,"Headland city, Alabama",4700
133904,"Heath town, Alabama",258
133976,"Heflin city, Alabama",3517
134024,"Helena city, Alabama",17883
134096,"Henagar city, Alabama",2344
134480,"Highland Lake town, Alabama",423
134816,"Hillsboro town, Alabama",527
135152,"Hobson City town, Alabama",764
135200,"Hodges town, Alabama",285
135392,"Hokes Bluff city, Alabama",4325
135560,"Holly Pond town, Alabama",806
135632,"Hollywood town, Alabama",982
135800,"Homewood city, Alabama",25802
135896,"Hoover city, Alabama",84353
136088,"Horn Hill town, Alabama",230
136448,"Hueytown city, Alabama",15815
137000,"Huntsville city, Alabama",188226
137096,"Hurtsboro town, Alabama",601
137264,"Hytop town, Alabama",351
137312,"Ider town, Alabama",716
137465,"Indian Springs Village city, Alabama",2511
137864,"Irondale city, Alabama",12444
138152,"Jackson city, Alabama",5025
138248,"Jacksons' Gap town, Alabama",808
138272,"Jacksonville city, Alabama",12250
138416,"Jasper city, Alabama",14109
138608,"Jemison city, Alabama",2631
139280,"Kansas town, Alabama",222
139472,"Kellyton town, Alabama",201
139520,"Kennedy town, Alabama",434
139784,"Killen town, Alabama",988
139856,"Kimberly city, Alabama",2835
140072,"Kinsey town, Alabama",2206
140096,"Kinston town, Alabama",538
140672,"La Fayette city, Alabama",2984
140888,"Lakeview town, Alabama",143
140928,"Lake View town, Alabama",2067
141296,"Lanett city, Alabama",6447
141368,"Langston town, Alabama",267
141968,"Leeds city, Alabama",11939
142016,"Leesburg town, Alabama",1021
142160,"Leighton town, Alabama",718
142352,"Lester town, Alabama",121
142472,"Level Plains town, Alabama",2024
142640,"Lexington town, Alabama",728
142808,"Libertyville town, Alabama",116
143120,"Lincoln city, Alabama",6438
143240,"Linden city, Alabama",2034
143264,"Lineville city, Alabama",2321
143336,"Lipscomb city, Alabama",2175
143384,"Lisman town, Alabama",513
143648,"Littleville town, Alabama",996
143720,"Livingston city, Alabama",3439
143744,"Loachapoka town, Alabama",189
143816,"Lockhart town, Alabama",519
143888,"Locust Fork town, Alabama",1192
144344,"Louisville town, Alabama",496
144536,"Lowndesboro town, Alabama",109
144608,"Loxley town, Alabama",1725
144728,"Luverne city, Alabama",2835
144800,"Lynn town, Alabama",648
145472,"McIntosh town, Alabama",227
145496,"McKenzie town, Alabama",516
145640,"McMullen town, Alabama",10
145784,"Madison city, Alabama",46450
145904,"Madrid town, Alabama",342
146072,"Magnolia Springs town, Alabama",782
146264,"Malvern town, Alabama",1442
146504,"Maplesville town, Alabama",705
146696,"Margaret town, Alabama",4506
146768,"Marion city, Alabama",3482
147728,"Maytown town, Alabama",376
148052,"Memphis town, Alabama",28
148064,"Mentone town, Alabama",365
148376,"Midfield city, Alabama",5263
148400,"Midland City town, Alabama",2366
148424,"Midway town, Alabama",493
148712,"Millbrook city, Alabama",15169
148808,"Millport town, Alabama",1014
148832,"Millry town, Alabama",524
150000,"Mobile city, Alabama",194675
150192,"Monroeville city, Alabama",6189
150312,"Montevallo city, Alabama",6601
151000,"Montgomery city, Alabama",200481
151096,"Moody city, Alabama",12457
151264,"Mooresville town, Alabama",58
151456,"Morris town, Alabama",1912
151520,"Mosses town, Alabama",965
151600,"Moulton city, Alabama",3375
151648,"Moundville town, Alabama",2460
151696,"Mountain Brook city, Alabama",20734
152608,"Mount Vernon town, Alabama",1559
152776,"Mulga town, Alabama",822
152848,"Munford town, Alabama",1262
153016,"Muscle Shoals city, Alabama",13614
153112,"Myrtlewood town, Alabama",124
153256,"Napier Field town, Alabama",346
153376,"Natural Bridge town, Alabama",37
153400,"Nauvoo town, Alabama",213
153448,"Nectar town, Alabama",345
153472,"Needham town, Alabama",92
153784,"Newbern town, Alabama",180
153856,"New Brockton town, Alabama",1151
154168,"New Hope city, Alabama",2814
154432,"New Site town, Alabama",760
154480,"Newton town, Alabama",1473
154600,"Newville town, Alabama",522
155044,"North Courtland town, Alabama",618
155152,"North Johns town, Alabama",143
155200,"Northport city, Alabama",24709
155440,"Notasulga town, Alabama",868
155752,"Oak Grove town, Alabama",521
155848,"Oak Hill town, Alabama",25
155992,"Oakman town, Alabama",763
156400,"Odenville town, Alabama",3687
156472,"Ohatchee town, Alabama",1144
157000,"Oneonta city, Alabama",6627
157024,"Onycha town, Alabama",185
157048,"Opelika city, Alabama",29171
157120,"Opp city, Alabama",6677
157144,"Orange Beach city, Alabama",5788
157240,"Orrville town, Alabama",192
157504,"Owens Cross Roads town, Alabama",1767
157576,"Oxford city, Alabama",21155
157648,"Ozark city, Alabama",14700
157696,"Paint Rock town, Alabama",208
158272,"Parrish town, Alabama",965
158848,"Pelham city, Alabama",22699
158896,"Pell City city, Alabama",13573
158968,"Pennington town, Alabama",212
159088,"Perdido Beach town, Alabama",624
159328,"Petrey town, Alabama",58
159472,"Phenix City city, Alabama",37540
159496,"Phil Campbell town, Alabama",1233
159592,"Pickensville town, Alabama",581
159640,"Piedmont city, Alabama",4736
159760,"Pike Road town, Alabama",7933
159832,"Pinckard town, Alabama",635
159880,"Pine Apple town, Alabama",126
160240,"Pine Hill town, Alabama",922
160372,"Pine Ridge town, Alabama",283
160648,"Pinson city, Alabama",7143
160720,"Pisgah town, Alabama",715
161008,"Pleasant Grove city, Alabama",10325
161038,"Pleasant Groves town, Alabama",416
161536,"Pollard town, Alabama",135
162075,"Powell town, Alabama",957
162328,"Prattville city, Alabama",35317
162472,"Priceville town, Alabama",3061
162496,"Prichard city, Alabama",22312
162688,"Providence town, Alabama",215
163216,"Ragland town, Alabama",1677
163288,"Rainbow City city, Alabama",9606
163336,"Rainsville city, Alabama",5011
163408,"Ranburne town, Alabama",411
163576,"Red Bay city, Alabama",3126
163768,"Red Level town, Alabama",490
163984,"Reece City town, Alabama",637
164104,"Reform town, Alabama",1638
164152,"Rehobeth town, Alabama",1440
164368,"Repton town, Alabama",272
164656,"Ridgeville town, Alabama",106
164776,"River Falls town, Alabama",527
164920,"Riverside town, Alabama",2298
165016,"Riverview town, Alabama",182
165040,"Roanoke city, Alabama",5970
165208,"Robertsdale city, Alabama",5773
165472,"Rockford town, Alabama",449
166216,"Rogersville town, Alabama",1241
166408,"Rosa town, Alabama",319
167056,"Russellville city, Alabama",9806
167176,"Rutledge town, Alabama",461
167536,"St. Florian town, Alabama",449
167800,"Samson city, Alabama",1923
167920,"Sand Rock town, Alabama",562
168016,"Sanford town, Alabama",248
168160,"Saraland city, Alabama",13744
168280,"Sardis City town, Alabama",1742
168352,"Satsuma city, Alabama",6167
168736,"Scottsboro city, Alabama",14748
169000,"Section town, Alabama",763
169120,"Selma city, Alabama",19814
169240,"Semmes city, Alabama",3257
169648,"Sheffield city, Alabama",9144
169840,"Shiloh town, Alabama",274
170128,"Shorter town, Alabama",435
170416,"Silas town, Alabama",437
170536,"Silverhill town, Alabama",754
170704,"Sipsey town, Alabama",427
170896,"Skyline town, Alabama",843
171040,"Slocomb city, Alabama",1970
171190,"Smiths Station city, Alabama",5251
171280,"Snead town, Alabama",843
171496,"Somerville town, Alabama",718
171832,"Southside city, Alabama",8552
171900,"South Vinemont town, Alabama",753
171976,"Spanish Fort city, Alabama",7806
172600,"Springville city, Alabama",4194
172888,"Steele town, Alabama",1075
173080,"Stevenson city, Alabama",2002
173728,"Sulligent city, Alabama",1870
173848,"Sumiton city, Alabama",2423
173872,"Summerdale town, Alabama",1005
174160,"Susan Moore town, Alabama",771
174304,"Sweet Water town, Alabama",247
174352,"Sylacauga city, Alabama",12703
174400,"Sylvania town, Alabama",1853
174424,"Sylvan Springs town, Alabama",1533
174592,"Talladega city, Alabama",16012
174616,"Talladega Springs town, Alabama",163
174688,"Tallassee city, Alabama",4805
174976,"Tarrant city, Alabama",6257
175096,"Taylor town, Alabama",2415
175936,"Thomaston town, Alabama",400
175960,"Thomasville city, Alabama",4089
176080,"Thorsby town, Alabama",2023
176584,"Town Creek town, Alabama",1076
176632,"Toxey town, Alabama",132
176680,"Trafford town, Alabama",640
176824,"Triana town, Alabama",522
176872,"Trinity town, Alabama",2144
176920,"Troy city, Alabama",19138
176944,"Trussville city, Alabama",20702
177256,"Tuscaloosa city, Alabama",96122
177280,"Tuscumbia city, Alabama",8529
177304,"Tuskegee city, Alabama",8993
177352,"Twin town, Alabama",390
177616,"Union town, Alabama",225
177784,"Union Grove town, Alabama",79
177880,"Union Springs city, Alabama",3931
177904,"Uniontown town, Alabama",2471
178204,"Valley city, Alabama",9453
178232,"Valley Grande city, Alabama",3878
178240,"Valley Head town, Alabama",552
178264,"Vance town, Alabama",1523
178480,"Vernon city, Alabama",1926
178552,"Vestavia Hills city, Alabama",34124
178984,"Vina town, Alabama",356
179008,"Vincent town, Alabama",2119
179272,"Vredenburgh town, Alabama",298
179344,"Wadley town, Alabama",736
179488,"Waldo town, Alabama",278
179728,"Walnut Grove town, Alabama",689
179944,"Warrior city, Alabama",3190
180064,"Waterloo town, Alabama",201
180256,"Waverly town, Alabama",148
180352,"Weaver city, Alabama",3081
180376,"Webb town, Alabama",1421
180496,"Wedowee town, Alabama",804
180928,"West Blocton town, Alabama",1259
181336,"West Jefferson town, Alabama",338
181504,"Westover town, Alabama",1446
181528,"West Point town, Alabama",589
181720,"Wetumpka city, Alabama",7661
181912,"White Hall town, Alabama",820
182848,"Wilsonville town, Alabama",1970
182872,"Wilton town, Alabama",690
182992,"Winfield city, Alabama",4593
183400,"Woodland town, Alabama",182
183640,"Woodstock town, Alabama",1502
183664,"Woodville town, Alabama",739
183976,"Yellow Bluff town, Alabama",178
184096,"York city, Alabama",2408
200065,"Adak city, Alaska",333
200650,"Akhiok city, Alaska",73
200870,"Akiak city, Alaska",363
201090,"Akutan city, Alaska",1041
201200,"Alakanuk city, Alaska",726
201420,"Aleknagik city, Alaska",226
201860,"Allakaket city, Alaska",104
201970,"Ambler city, Alaska",265
202080,"Anaktuvuk Pass city, Alaska",337
203000,"Anchorage municipality, Alaska",301010
203220,"Anderson city, Alaska",271
203440,"Angoon city, Alaska",446
203550,"Aniak city, Alaska",526
203880,"Anvik city, Alaska",85
204210,"Atka city, Alaska",65
204500,"Atqasuk city, Alaska",241
205200,"Barrow city, Alaska",4393
206520,"Bethel city, Alaska",6415
206630,"Bettles city, Alaska",12
208740,"Brevig Mission city, Alaska",399
209600,"Buckland city, Alaska",428
212680,"Chefornak city, Alaska",439
213230,"Chevak city, Alaska",1006
213550,"Chignik city, Alaska",91
214330,"Chuathbaluk city, Alaska",124
215430,"Clark's Point city, Alaska",64
216360,"Coffman Cove city, Alaska",182
216530,"Cold Bay city, Alaska",125
217410,"Cordova city, Alaska",2226
217740,"Craig city, Alaska",1254
218510,"Deering city, Alaska",125
218620,"Delta Junction city, Alaska",943
218950,"Dillingham city, Alaska",2396
219060,"Diomede city, Alaska",118
220380,"Eagle city, Alaska",85
221040,"Eek city, Alaska",311
221150,"Egegik city, Alaska",109
221810,"Ekwok city, Alaska",119
222250,"Elim city, Alaska",339
222910,"Emmonak city, Alaska",826
224230,"Fairbanks city, Alaska",32469
224660,"False Pass city, Alaska",40
226760,"Fort Yukon city, Alaska",573
227530,"Galena city, Alaska",468
227640,"Gambell city, Alaska",700
229180,"Golovin city, Alaska",160
229290,"Goodnews Bay city, Alaska",255
230060,"Grayling city, Alaska",193
230940,"Gustavus city, Alaska",426
233030,"Holy Cross city, Alaska",177
233140,"Homer city, Alaska",5415
233360,"Hoonah city, Alaska",734
233470,"Hooper Bay city, Alaska",1173
233800,"Houston city, Alaska",2133
233910,"Hughes city, Alaska",77
234350,"Huslia city, Alaska",274
234460,"Hydaburg city, Alaska",393
236400,"Juneau city and borough, Alaska",32406
236540,"Kachemak city, Alaska",486
236770,"Kake city, Alaska",576
236990,"Kaktovik city, Alaska",246
237430,"Kaltag city, Alaska",189
237650,"Kasaan city, Alaska",51
238420,"Kenai city, Alaska",7568
238970,"Ketchikan city, Alaska",8245
239300,"Kiana city, Alaska",371
239410,"King Cove city, Alaska",1015
239960,"Kivalina city, Alaska",384
240400,"Klawock city, Alaska",774
240840,"Kobuk city, Alaska",155
240950,"Kodiak city, Alaska",6304
241720,"Kotlik city, Alaska",619
241830,"Kotzebue city, Alaska",3284
241940,"Koyuk city, Alaska",341
242050,"Koyukuk city, Alaska",95
242160,"Kupreanof city, Alaska",27
242380,"Kwethluk city, Alaska",757
243040,"Larsen Bay city, Alaska",89
245460,"Lower Kalskag city, Alaska",296
246010,"McGrath city, Alaska",344
246890,"Manokotak city, Alaska",455
247000,"Marshall city, Alaska",444
247990,"Mekoryuk city, Alaska",201
251180,"Mountain Village city, Alaska",872
252390,"Napakiak city, Alaska",372
252720,"Napaskiak city, Alaska",425
253050,"Nenana city, Alaska",376
253270,"Newhalen city, Alaska",190
253710,"New Stuyahok city, Alaska",525
253930,"Nightmute city, Alaska",294
254150,"Nikolai city, Alaska",94
254920,"Nome city, Alaska",3788
255030,"Nondalton city, Alaska",164
255140,"Noorvik city, Alaska",686
255910,"North Pole city, Alaska",2178
256320,"Nuiqsut city, Alaska",416
256350,"Nulato city, Alaska",263
256600,"Nunam Iqua city, Alaska",201
256680,"Nunapitchuk city, Alaska",521
257340,"Old Harbor city, Alaska",223
258550,"Ouzinkie city, Alaska",165
258660,"Palmer city, Alaska",6515
259650,"Pelican city, Alaska",86
260640,"Pilot Point city, Alaska",68
260750,"Pilot Station city, Alaska",609
261080,"Platinum city, Alaska",64
261630,"Point Hope city, Alaska",702
262510,"Port Alexander city, Alaska",55
263390,"Port Heiden city, Alaska",102
263610,"Port Lions city, Alaska",198
264600,"Quinhagak city, Alaska",702
265590,"Ruby city, Alaska",165
265700,"Russian Mission city, Alaska",335
265800,"St. George city, Alaska",108
266140,"St. Mary's city, Alaska",544
266360,"St. Michael city, Alaska",412
266470,"St. Paul city, Alaska",511
267020,"Sand Point city, Alaska",1073
267460,"Savoonga city, Alaska",690
267570,"Saxman city, Alaska",418
267680,"Scammon Bay city, Alaska",508
268230,"Selawik city, Alaska",852
268340,"Seldovia city, Alaska",272
268560,"Seward city, Alaska",2528
268670,"Shageluk city, Alaska",83
268890,"Shaktoolik city, Alaska",258
269770,"Shishmaref city, Alaska",579
270100,"Shungnak city, Alaska",269
270540,"Sitka city and borough, Alaska",8900
271640,"Soldotna city, Alaska",4445
272960,"Stebbins city, Alaska",572
275160,"Tanana city, Alaska",245
275930,"Teller city, Alaska",235
276260,"Tenakee Springs city, Alaska",130
277140,"Thorne Bay city, Alaska",488
277690,"Togiak city, Alaska",842
278240,"Toksook Bay city, Alaska",619
280660,"Unalakleet city, Alaska",707
280770,"Unalaska city, Alaska",4516
281320,"Upper Kalskag city, Alaska",221
282200,"Valdez city, Alaska",3921
282750,"Wainwright city, Alaska",580
282860,"Wales city, Alaska",149
283080,"Wasilla city, Alaska",8849
284070,"White Mountain city, Alaska",195
284510,"Whittier city, Alaska",217
286380,"Wrangell city and borough, Alaska",2364
402830,"Apache Junction city, Arizona",38131
404720,"Avondale city, Arizona",79646
405770,"Benson city, Arizona",4927
406260,"Bisbee city, Arizona",5308
407940,"Buckeye town, Arizona",59470
408220,"Bullhead City city, Arizona",39364
409690,"Camp Verde town, Arizona",11097
410180,"Carefree town, Arizona",3526
410530,"Casa Grande city, Arizona",51478
411300,"Cave Creek town, Arizona",5253
412000,"Chandler city, Arizona",254276
412840,"Chino Valley town, Arizona",11019
413890,"Clarkdale town, Arizona",4165
414380,"Clifton town, Arizona",3626
414870,"Colorado City town, Arizona",4792
415500,"Coolidge city, Arizona",12209
416410,"Cottonwood city, Arizona",11595
419145,"Dewey-Humboldt town, Arizona",3971
420050,"Douglas city, Arizona",16744
420750,"Duncan town, Arizona",783
420960,"Eagar town, Arizona",4913
422220,"El Mirage city, Arizona",33532
422360,"Eloy city, Arizona",16738
423620,"Flagstaff city, Arizona",68785
423760,"Florence town, Arizona",26912
425300,"Fountain Hills town, Arizona",23573
425720,"Fredonia town, Arizona",1317
427050,"Gila Bend town, Arizona",2001
427400,"Gilbert town, Arizona",239277
427820,"Glendale city, Arizona",237517
428030,"Globe city, Arizona",7375
428380,"Goodyear city, Arizona",75664
430270,"Guadalupe town, Arizona",6106
432020,"Hayden town, Arizona",648
433280,"Holbrook city, Arizona",5016
434120,"Huachuca City town, Arizona",1775
436290,"Jerome town, Arizona",451
437200,"Kearny town, Arizona",2017
437620,"Kingman city, Arizona",28549
439370,"Lake Havasu City city, Arizona",53103
441330,"Litchfield Park city, Arizona",5392
443990,"Mammoth town, Arizona",1472
444270,"Marana town, Arizona",39888
444410,"Maricopa city, Arizona",47442
446000,"Mesa city, Arizona",464704
446350,"Miami town, Arizona",1781
449640,"Nogales city, Arizona",20407
451600,"Oro Valley town, Arizona",42018
451810,"Page city, Arizona",7440
452930,"Paradise Valley town, Arizona",13663
453070,"Parker town, Arizona",3057
453490,"Patagonia town, Arizona",898
453700,"Payson town, Arizona",15245
454050,"Peoria city, Arizona",166934
455000,"Phoenix city, Arizona",1537058
455560,"Pima town, Arizona",2477
455980,"Pinetop-Lakeside town, Arizona",4318
457380,"Prescott city, Arizona",40958
457450,"Prescott Valley town, Arizona",41075
458010,"Quartzsite town, Arizona",3613
458150,"Queen Creek town, Arizona",32236
462000,"Safford city, Arizona",9744
462140,"Sahuarita town, Arizona",27547
462350,"St. Johns city, Arizona",3497
463470,"San Luis city, Arizona",31091
465000,"Scottsdale city, Arizona",230512
465350,"Sedona city, Arizona",10281
466470,"Show Low city, Arizona",10841
466820,"Sierra Vista city, Arizona",43806
467800,"Snowflake town, Arizona",5644
468080,"Somerton city, Arizona",14912
468850,"South Tucson city, Arizona",5730
468990,"Springerville town, Arizona",1964
469480,"Star Valley town, Arizona",2276
471300,"Superior town, Arizona",2916
471510,"Surprise city, Arizona",126275
472420,"Taylor town, Arizona",4144
473000,"Tempe city, Arizona",172816
473420,"Thatcher town, Arizona",5023
474190,"Tolleson city, Arizona",6929
474400,"Tombstone city, Arizona",1322
477000,"Tucson city, Arizona",527972
477490,"Tusayan town, Arizona",576
481480,"Wellton town, Arizona",2956
482740,"Wickenburg town, Arizona",6685
483090,"Willcox city, Arizona",3607
483160,"Williams city, Arizona",3094
483790,"Winkelman town, Arizona",346
483930,"Winslow city, Arizona",9604
485400,"Youngtown town, Arizona",6542
485540,"Yuma city, Arizona",93400
500250,"Adona city, Arkansas",205
500580,"Alexander city, Arkansas",2864
500700,"Alicia town, Arkansas",120
500940,"Allport town, Arkansas",114
500970,"Alma city, Arkansas",5560
501030,"Almyra town, Arkansas",276
501060,"Alpena town, Arkansas",394
501150,"Altheimer city, Arkansas",909
501210,"Altus city, Arkansas",736
501270,"Amagon town, Arkansas",94
501360,"Amity city, Arkansas",704
501457,"Anthonyville town, Arkansas",154
501540,"Antoine town, Arkansas",114
501870,"Arkadelphia city, Arkansas",10649
501990,"Arkansas City city, Arkansas",336
502380,"Ashdown city, Arkansas",4503
502470,"Ash Flat city, Arkansas",1064
502590,"Atkins city, Arkansas",3049
502680,"Aubrey town, Arkansas",159
502740,"Augusta city, Arkansas",2105
502860,"Austin city, Arkansas",3091
503040,"Avoca town, Arkansas",509
503280,"Bald Knob city, Arkansas",2892
503430,"Banks town, Arkansas",121
503640,"Barling city, Arkansas",4720
503940,"Bassett town, Arkansas",164
504030,"Batesville city, Arkansas",10497
504090,"Bauxite town, Arkansas",506
504180,"Bay city, Arkansas",1796
504420,"Bearden city, Arkansas",916
504540,"Beaver town, Arkansas",101
504600,"Beebe city, Arkansas",7971
504720,"Beedeville town, Arkansas",103
504840,"Bella Vista town, Arkansas",27688
504900,"Bellefonte town, Arkansas",476
504960,"Belleville city, Arkansas",437
505260,"Ben Lomond town, Arkansas",148
505290,"Benton city, Arkansas",33625
505320,"Bentonville city, Arkansas",41613
505440,"Bergman town, Arkansas",445
505560,"Berryville city, Arkansas",5375
505740,"Bethel Heights city, Arkansas",2473
505920,"Bigelow town, Arkansas",309
505980,"Big Flat town, Arkansas",103
506040,"Biggers town, Arkansas",339
506340,"Birdsong town, Arkansas",39
506610,"Black Oak town, Arkansas",261
506700,"Black Rock city, Arkansas",635
506730,"Black Springs town, Arkansas",97
507030,"Blevins city, Arkansas",311
507150,"Blue Eye town, Arkansas",30
507210,"Blue Mountain town, Arkansas",122
507270,"Bluff City town, Arkansas",121
507330,"Blytheville city, Arkansas",14884
507450,"Bodcaw town, Arkansas",134
507540,"Bonanza city, Arkansas",550
507630,"Bono city, Arkansas",2159
507720,"Booneville city, Arkansas",3933
508260,"Bradford city, Arkansas",756
508290,"Bradley city, Arkansas",577
508440,"Branch city, Arkansas",360
508665,"Briarcliff city, Arkansas",233
508950,"Brinkley city, Arkansas",2960
509100,"Brookland city, Arkansas",3111
